School Name
Mountainburg Elementary School
Mountainburg High School
Mountainburg Middle School
Marvin Primary School
Mulberry High School
Pleasant View Campus School
City Heights Elementary School
King Elementary School
Central Elementary School
Butterfield Trail Middle Schoo
Van Buren High School
James R. Tate Elem. School
Parkview Elementary School
Rena Elementary School
Northridge Middle School
Van Buren Freshman Academy
Earle Elementary School
Earle High School
Bragg Elementary School
Faulk Elementary School
Jackson Elementary School
Maddux Elementary School
Richland Elementary School
Weaver Elementary School
Wonder Elementary School
East Junior High School
West Junior High School
Wonder Junior High School
The Academies of West Memphis Charter School
Avondale Elementary School
Marion Elementary School
Marion Junior High School
Marion High School
Marion Middle School
Marion Intermediate School
Cross County Ele Tech Academy
Cross Cnty High A New Tech Sch
Wynne Primary School
Wynne Intermediate School
Wynne Junior High School
Wynne High School
Fordyce High School
Fordyce Elementary Schools
Central Elementary School
Dumas Junior High School
Dumas High School
Reed Elementary School
McGehee Elementary School
McGehee High School
Drew Central Elem. School
Drew Central High School
Drew Central Middle School
Monticello Elementary School
Monticello Middle School
Monticello High School
Monticello Intermediate School
Ida Burns Elementary School
Ellen Smith Elementary School
Carl Stuart Middle School
Conway High School
Sallie Cone Preschool
Julia Lee Moore Elem. School
Florence Mattison Elem. School
Marguerite Vann Elem. School
Jim Stone Elementary School
Theodore Jones Elem. School
Bob Courtway Middle School
Ruth Doyle Middle School
Ray/Phyllis Simon Middle Schoo
Woodrow Cummins Elementary Sch
Carolyn Lewis Elementary Schoo
Conway Junior High School
Greenbrier Eastside Elementary
Greenbrier High School
Greenbrier Middle School
Greenbrier Westside Elementary
Greenbrier Junior High School
Greenbrier Wooster Elementary
Greenbrier Springhill Elementary School
Guy-Perkins Elementary School
Guy-Perkins High School
Mayflower Elementary School
Mayflower High School
Mayflower Middle School
Mt. Vernon/Enola Elem. School
Mt. Vernon/Enola High School
Vilonia Elementary School
Vilonia High School
Vilonia Primary School
Vilonia Freshman Academy
Vilonia Middle School
Frank Mitchell Intermediate School
Charleston Elementary School
Charleston High School
County Line Elementary School
County Line High School
Ozark Middle School
Ozark Kindergarten School
Elgin B. Milton Elem. School
Ozark Junior High School
Ozark High School
Mammoth Spring Elem. School
Mammoth Spring High School
Salem Elementary School
Salem High School
Viola Elementary School
Viola High School
Cutter-Morning Star Elem. Sch.
Cutter-Morning Star High Sch.
Fountain Lake Elementary
Fountain Lake Middle School Cobra Digital Prep Academy
Fountain Lake Charter High School
Gardner Stem Magnet School
Oaklawn Magnet School
Park Magnet School
Hot Springs Middle School
Langston Magnet School
Hot Springs Intermediate School
Hot Springs World Class High School
Jessieville Elementary School
Jessieville High School
Jessieville Middle School
Lake Hamilton Elementary Sch
Lake Hamilton High School
Lake Hamilton Jr. High School
Lake Hamilton Interm. School
Lake Hamilton Middle School
Lake Hamilton Primary School
Lakeside Primary School
Lakeside Intermediate School
Lakeside Middle School
Lakeside High School
Mountain Pine Elem. School
Mountain Pine High School
Poyen Elementary School
Poyen High School
East End Elementary School
Sheridan Elementary School
Sheridan Junior High School
Sheridan High School
Sheridan Intermediate School
East End Intermediate School
Marmaduke Elementary School
Marmaduke High School
Greene Cty Tech Elem. School
Greene Co. Tech Middle School
Greene Co. Tech High School
Green Co. Tech Jr. High School
Greene Co. Tech Primary School
Greene Cty Tech Intermediate
Baldwin Elementary School
Woodrow Wilson Elem. School
Oak Grove Middle School
Paragould Junior High
Paragould High School
Paragould Primary School
Oak Grove Elementary School
Blevins Elementary School
Blevins High School
Wm. Jefferson Clinton Primary
Beryl Henry Upper Elem. School
Yerger Junior High School
Hope High School
Garland Learning Center
Spring Hill Elementary School
Spring Hill High School
Bismarck Elementary School
Bismarck Middle School
Bismarck High School
Glen Rose Elementary School
Glen Rose High School
Glen Rose Middle School
Magnet Cove Elementary School
Magnet Cove High School
Malvern Elementary School
Malvern Middle School
Malvern High School
Wilson Intermediate School
Ouachita Elementary School
Ouachita High School
Joann Walters Elementary Sch
Dierks High School
Mineral Springs Elem. School
Mineral Springs High School
Nashville Elementary School
Nashville Junior High School
Nashville High School
Nashville Primary School
Central Elementary School
West Elementary School
Batesville Junior High School
Batesville High School
Eagle Mountain Elem School
Sulphur Rock Elementary
Southside Elementary School
Southside Middle School
Southside Junior High School
Southside Charter High School
Midland Elementary School
Midland High School
Cord-Charlotte Elem. School
Newark Elementary School
Cedar Ridge High School
Calico Rock Elementary School
Calico Rock High School
Melbourne Elementary School
Melbourne High School
Izard Co. Cons. Elem. School
Izard Co. Cons. High School
Izard County Cons Middle Sch
Newport High School
Newport Elementary School
Swifton Middle School
Tuckerman Elementary School
Tuckerman High School
Matthews Elementary School
Robert F Morehead Middle Schoo
Dollarway High School
Belair Middle School
Broadmoor Elementary School
Thirty-Fourth Street Elementary School
Southwood Elementary School
Pine Bluff High School
Jack Robey Middle School
W. T. Cheney Elementary School
Forrest Park/Greenville Preschool
Edgewood Elementary School
L. L. Owen Elementary School
Coleman Elementary School
Watson Chapel High School
Watson Chapel Jr. High School
White Hall High School
Hardin Elementary School
Moody Elementary School
Taylor Elementary School
White Hall Middle School
Gandy Elementary School
Pine Bluff Lighthouse Elementary
Pine Bluff Lighthouse College Prep Academy High School
Quest Middle School of Pine Bluff
Pyron Elementary School
Kraus Middle School
Clarksville Primary School
Clarksville Junior High School
Clarksville High School
Lamar Elementary School
Lamar High School
Lamar Middle School
Westside Elementary School
Westside High School
Lafayette County Elementary
Lafayette County High School
Hoxie Elementary School
Hoxie High School
Sloan-Hendrix Elem. School
Sloan-Hendrix High School
Sloan-Hendrix Middle School
Hillcrest Elementary School
Hillcrest High School
Walnut Ridge Elementary School
Walnut Ridge High School
Imboden Area Charter School
Anna Strong Learning Academy
Lee High School
Brown Elementary School
Star City Middle School
Star City High School
L.F. Henderson Intermediate. School
Ashdown Junior High School
Ashdown High School
Ashdown Elementary School
Oscar Hamilton Elementary Sch
Foreman High School
Booneville Elementary School
Booneville High School
Booneville Jr High School
Magazine Elementary School
J.D. Leftwich High School
Paris Elementary School
Paris High School
Paris Middle School
Scranton Elementary School
Scranton High School
Lonoke Elementary School
Lonoke Middle School
Lonoke High School
Lonoke Primary School
England Elementary School
England High School
Carlisle Elementary School
Carlisle High School
Eastside Elementary School
Central Elementary School
Cabot Junior High South
Cabot High School
Westside Elementary School
Southside Elementary School
Northside Elementary School
Ward Central Elementary
Cabot Middle School South
Cabot Junior High North
Cabot Middle School North
Magness Creek Elementary
Stagecoach Elementary School
Mountain Springs Elem School
Cabot Freshman Academy
Academic Center for Excellence
Watson Primary School
Huntsville Middle School
Huntsville High School
Huntsville Intermediate Sch
St. Paul Elementary School
St. Paul High School
Flippin Elementary School
Flippin High School
Flippin Middle School
Yellville-Summit Elem. School
Yellville-Summit High School
Genoa Central Elem. School
Genoa Central High School
Gary E. Cobb Middle School
Fouke Elementary School
Fouke High School
Paulette Smith Middle School
College Hill Elementary School
Fairview Elementary School
Vera Kilpatrick Elem. School
Union Elementary School
College Hill Middle
North Heights Jr. High School
Arkansas High School
Edward D. Trice Elem. School
Washington Academy
Armorel Elementary School
Armorel High School
Blytheville Elementary School
Blytheville Primary School
Blytheville Middle School
Blytheville High School-A New Tech School
Rivercrest High School
Rivercrest Elementary School
Gosnell Elementary School
Gosnell High School
Manila Elementary School
Manila High School
Manila Middle School
Osceola High School
North Elementary School
Carroll Smith Elementary Schoo
Osceola Stem Charter
C.B. Partee Elementary School
Brinkley High School
Clarendon Elementary School
Clarendon High School
Caddo Hills Elementary School
Caddo Hills High School
Bobby Barrett Elementary School
Mount Ida High School
Prescott Elementary School
Prescott High School
Nevada Elementary School
Nevada High  School
Jasper Elementary School
Jasper High School
Kingston Elementary School
Kingston High School
Oark Elementary School
Oark High School
Deer K-12 School
Mt. Judea K-12 School
Bearden Elementary School
Bearden High School
Fairview Elementary School
Camden Fairview High School
Ivory Primary School
Camden Fairview Intermediate
Camden Fairview Middle School
Sparkman Elementary School
Sparkman High School
Harmony Grove Elem. School
Harmony Grove High School
Anne Watson Elementary School
Bigelow High School
Perryville Elementary School
Perryville High School
Barton Elementary School
Barton High School
Central High School
J. F. Wahl Primary School
Eliza Miller Elementary School
Marvell-Elaine Elementary Sch
Marvell-Elaine High School
Kipp Delta Elem Literacy Acad
Kipp:delta College Prep School
Kipp:delta Collegiate High Sch
Kipp: Blytheville College Prep
Kipp Blytheville Collegiate High School
Forrest City College Preparatory School
Centerpoint Primary School
Centerpoint Intermediate Sch
Centerpoint High School
Kirby Elementary School
Kirby High School
Delight Elementary School
Murfreesboro Elementary School
Murfreesboro High School
Harrisburg Elementary School
Harrisburg High School
Harrisburg Middle School
Weiner Elementary
Marked Tree Elementary School
Marked Tree High School
Marked Tree Middle School
Trumann Intermediate Sch 5-6
Cedar Park Elementary School
Trumann High School
Trumann Intermediate School7-8
Lepanto Elementary
Tyronza Elementary
East Poinsett Co. High School
Louise Durham Elem. School
Holly Harshman Elem. School
Mena Middle School
Mena High School
Acorn Elementary School
Acorn High School
Ole Maddox Elementary School
Oden High School
Van Cove Elementary School
Wickes Elementary School
Cossatot River High School
Umpire K-12 School
Atkins Elementary School
Atkins High School
Atkins Middle School
Dover High School
Dover Middle School
Dover Elementary School
Hector Elementary School
Hector High School
Pottsville Elementary School
Pottsville High School
Pottsville Middle Grade
Pottsville Junior High School
Crawford Elementary School
Dwight Elementary School
London Elementary School
Oakland Heights Elem. School
Sequoyah Elementary School
Russellville Middle School
Russellville Jr. High School
Russellville High School
Center Valley Elem. School
Russellville Upper Elem. Sch.
Des Arc Elementary School
Des Arc High School
Hazen Elementary School
Hazen High School
Central High School
Hall High School
Mann Magnet Middle School
Parkview Magnet High School
Booker Arts Magnet Elem. Sch.
Dunbar Magnet Middle School
Pulaski Heights Middle School
Henderson Middle School
Bale Elementary School
Brady Elementary School
McDermott Elementary School
Carver Magnet Elem. School
Fair Park Early Childhood Ctr
Forest Park Elementary School
Franklin Incentive Elem. Sch.
Gibbs Magnet Elementary School
Western Hills Elem. School
Jefferson Elementary School
Meadowcliff Elementary School
M.L. King Magnet Elem. School
Pulaski Heights Elem. School
Romine Interdist. Elem. School
Stephens Elementary
Washington Magnet Elem. School
Williams Magnet Elem. School
Wilson Elementary School
Woodruff Early Childhood Ctr
Terry Elementary School
Fulbright Elementary School
Rockefeller Incentive Elem.
Baseline Elementary School
David O'Dodd Elementary School
Mabelvale Elementary School
Otter Creek Elementary School
Wakefield Elementary School
Mabelvale Middle School
J.A. Fair High School
McClellan Magnet High School
Alternative Agencies
Don Roberts Elementary School
Forest Heights Stem Academy
Pinnacle View Middle School
Cloverdale Middle School
Watson Elementary School
Chicot Elementary School
Geyer Springs Early Childhood Center
Amboy Elementary School
Boone Park Elementary School
Crestwood Elementary School
Glenview Elementary School
Indian Hills Elementary School
Lakewood Elementary School
Meadow Park Elementary School
Pike View Early Childhood Center
Seventh Street Elem. School
North Little Rock Middle School
North Little Rock High School
Ridgeroad Elementary School
Adkins Pre-K Center
Baker Interdistrict Elem. Sch.
Crystal Hill Elementary
Clinton Elementary School
Harris Elementary School
Landmark Elementary School
Lawson Elementary School
Oak Grove Elementary School
Joe T. Robinson Elem. School
Sherwood Elementary School
Sylvan Hills Elementary School
Fuller Middle School
Sylvan Hills Middle School
Wilbur D. Mills High School
Joe T. Robinson High School
Sylvan Hills High School
Cato Elementary School
College Station Elem. School
Oakbrooke Elementary School
Pine Forest Elementary School
Joe T. Robinson Middle School
Bates Elementary School
Maumelle Middle School
Chenal Elementary School
Maumelle High School
Arnold Drive Elementary School
Bayou Meto Elementary School
Warren Dupree Elementary School
Murrell Taylor Elementary School
Tolleson Elementary School
Pinewood Elementary School
Jacksonville Middle School
Jacksonville High School
Maumelle Charter Elementary
Maumelle Charter High School
Scott Charter School
Lisa Academy North Elementary Charter School
Lisa Academy
Lisa Academy High
Lisa Academy North Middle Charter School
Lisa Academy North High Charter School
Lisa Academy Chenal
Ark Virtual Academy Elementary
Ark Virtual Academy Middle Sch
Arkansas Virtual Academy High School
Covenant Keepers Charter
Estem Elementary School
Estem Middle School
Estem High Charter
Little Prep Academy Elementary
Little Rock Prep Academy Middle
Jacksonville Lighthouse Elementary
Jacksonville Lighthouse College Prep Academy High
Flightline Upper Academy
Siatech High Charter
Premier High School of Little Rock
Quest Academy of West Little Rock
Exalt Academy of Southwest Little Rock
Capitol City Lighthouse Lower Academy
Rockbridge Montessori Charter School
Ark. School for the Blind Elem
Ark. School for the Blind H.S.
Ark. School for the Deaf Elem.
Ark. School for the Deaf H.S.
Arkansas Consolidated High School-Alexander
Arkansas Consolidated High School-Dermott
Arkansas Consolidated High School-Lewisville
Arkansas Consolidated High School-Mansfield
Arkansas Consolidated High School-Harrisburg
Arkansas Consolidated High School-Colt
Maynard Elementary School
Maynard High School
Alma Spikes Elementary School
Pocahontas High School
Pocahontas Upper Elem. School
Pocahontas Junior High School
Central Elementary School
Forrest City Jr. High
Forrest City High School
Stewart Elementary School
Lincoln Academy
Palestine-Wheatley Elem. Sch.
Palestine-Wheatley Senior High
Pine Haven Elementary School
Bauxite High School
Bauxite Middle School
Miner Academy
Caldwell Elementary School
Angie Grant Elementary School
Perrin Elementary School
Ringgold Elementary School
Benton Junior High School
Benton Middle School
Benton High School
Hill Farm Elementary School
Bryant Elementary School
Bryant High School
Salem Elementary School
Robert L. Davis Elem. School
Springhill Elementary School
Bryant Middle School
Collegeville Elementary School
Bethel Middle School
Hurricane Creek Elementary
Westbrook Elementary School
Harmony Grove High School
Harmony Grove Middle School
Harmony Grove Junior High School
Waldron Elementary School
Waldron High School
Waldron Middle School
Leslie Intermediate School
Marshall Elementary School
Marshall High School
St. Joe Elementary School
St. Joe High School
Bruno-Pyatt High School
Bruno-Pyatt Elementary School
Western Grove Elem. School
Western Grove High School
Ballman Elementary School
Barling Elementary School
Beard Elementary School
Belle Point Alternative Center
Bonneville Elementary School
Carnall Elementary School
Cavanaugh Elementary School
Fairview Elementary School
Howard Elementary School
Raymond F. Orr Elem. School
Albert Pike Elementary School
Spradling Elementary School
Sunnymede Elementary School
Sutton Elementary School
Trusty Elementary School
L. A. Chaffin Jr. High School
William O. Darby Jr. High Sch.
Dora Kimmons Jr. High School
Ramsey Junior High School
Northside High School
Southside High School
John P. Woods Elementary School
Harry C. Morrison Elementary School
Elmer H. Cook Elementary School
Tilles Elementary School
Euper Lane Elementary School
Greenwood Junior High School
Greenwood High School
Westwood Elementary School
East Hills Middle School
East Pointe Elementary School
Greenwood Freshman Center
Hackett Elementary School
Hackett High School
Hartford Elementary School
Hartford High School
Lavaca Elementary School
Lavaca High School
Lavaca Middle School
Mansfield Elementary School
Mansfield Middle School
Mansfield High School
Furture School of Fort Smith
Dequeen Elementary School
Dequeen Primary
Dequeen High School
Dequeen Middle School
Dequeen Junior High School
Horatio Elementary School
Horatio High School
Cave City Elementary School
Cave City Middle School
Cave City High Career & Collegiate Preparatory School
Cherokee Elementary School
Highland High School
Highland Middle School
Mountain View Elem. School
Mountain View Middle School
Mountain View High School
Rural Special Elem. School
Rural Special High School
Timbo Elementary School
Timbo High School
Hugh Goodwin Elementary School
Northwest Elementary School
Retta Brown Elementary School
Yocum Elementary School
Barton Jr. High School
Washington Middle School
El Dorado High School
Junction City Elem. School
Junction City High School
Parkers Chapel Elem. School
Parkers Chapel High School
Norphlet Elementary School
Norphlet Middle School
Smackover Elementary School
Smackover High School
Gardner-Strong Elem. School
Strong High School
Clinton Elementary School
Clinton High School
Clinton Jr High School
Shirley Elementary School
Shirley High School
South Side Elementary School
South Side High School
Elkins Elementary School
Elkins High School
Elkins Middle School
Elkins Elem. Primary School
George R Ledbetter Intermediat
Randall G. Lynch Middle School
"Jerry ""pop"" Williams Elem Sch"
Bob Folsom Elementary School
Farmington Freshman Academy
Farmington Career Academies
Asbell Elementary School
Butterfield Elementary School
Happy Hollow Elementary School
Leverett Elementary School
Root Elementary School
Washington Elementary School
Ramay Junior High School
Woodland Junior High School
Fayetteville High School
Holcomb Elementary School
Vandergriff Elementary School
McNair Middle School
Holt Middle School
Owl Creek School
Fayetteville Virtual Academy A District Conversion Charter School
Greenland Elementary School
Greenland High School
Greenland Middle School
Lincoln Elementary School
Lincoln Middle School
Lincoln New Tech High School
Prairie Grove Elementary School
Prairie Grove High School
Prairie Grove Middle School
Elmdale Elementary School
Jones Elementary School
Robert E. Lee Elem. School
John Tyson Elementary School
Westwood Elementary School
Central Junior High School
Southwest Junior High School
Springdale High School
Parson  Hills Elem. School
Thurman G. Smith Elem. School
Walker Elementary School
George Elementary School
J. O. Kelly Middle School
Helen Tyson Middle School
Bernice Young Elementary
Harp Elementary School
Bayyari Elementary School
George Junior High School
Hellstern Middle School
Har-Ber High School
Hunt Elementary School
Turnbow Elementary School
Monitor Elementary
Willis Shaw Elementary Sch
Sonora Elementary School
Sonora Middle School
Lakeside Junior High School
Linda Knapp-Childers Elementary School
Springdale School of Innovation
West Fork Elementary School
West Fork Middle School
West Fork High School
Haas Hall Academy
Ozark Montessori Academy Springdale
H.L. Lubker Elementary School
Bald Knob High School
Bald Knob Middle School
Beebe Elementary School
Beebe Junior High School
Beebe High School
Beebe Middle School
Beebe Early Childhood
Badger Academy
Bradford Elementary School
Bradford High School
White Co. Central Elem. School
White Co. Central High School
Judsonia Elementary School
Kensett Elementary School
Riverview High School
Riverview Junior High School
Pangburn Elementary School
Pangburn High School
Rose Bud Elementary School
Rose Bud High School
Sidney Deener Elem. School
McRae Elementary School
Ahlf Junior High School
Searcy High School
Westside Elementary School
Southwest Middle School
Augusta Elementary School
Augusta High School
McCrory Elementary School
McCrory High School
S.C. Tucker Elementary School
Danville High School
Danville Middle School
Dardanelle Intermediate School
Dardanelle Middle School
Dardanelle High School
Dardanelle Primary School
Western Yell Co. Elem. School
Western Yell Co. High School
Two Rivers High School
Two Rivers Elementary School
